Filename,Model 1 Prediction,Model 1 Confidence,Model 2 Prediction,Model 2 Confidence,Final Prediction
test_img_500_9903.png,Normal,0.999996543,Normal,0.964838266,Normal (Confidence: 1.00)
test_img_500_9905.png,Normal,0.773267031,Lung Opacity,0.548228085,Normal (Confidence: 0.77)
test_img_500_9906.png,Normal,0.999897122,Lung Opacity,0.634037375,Normal (Confidence: 1.00)
test_img_500_9907.png,Normal,0.989741206,Lung Opacity,0.552616775,Normal (Confidence: 0.99)
test_img_500_9909.png,Normal,0.869134247,Lung Opacity,0.614657938,Normal (Confidence: 0.87)
test_img_500_9910.png,Normal,0.99817276,Lung Opacity,0.773727477,Normal (Confidence: 1.00)
test_img_500_9911.png,Normal,0.984856308,Lung Opacity,0.845892727,Normal (Confidence: 0.98)
test_img_500_9912.png,Normal,0.955252826,Lung Opacity,0.828277946,Normal (Confidence: 0.96)
test_img_500_9913.png,Normal,0.815165102,Lung Opacity,0.54709065,Normal (Confidence: 0.82)
test_img_500_9914.png,Normal,0.997008741,Normal,0.982081115,Normal (Confidence: 1.00)
test_img_500_9915.png,Normal,0.801895499,Lung Opacity,0.506403029,Normal (Confidence: 0.80)
test_img_500_9916.png,Normal,0.998718619,Normal,0.574341714,Normal (Confidence: 1.00)
test_img_500_9917.png,Normal,0.998207927,Normal,0.888911307,Normal (Confidence: 1.00)
test_img_500_9918.png,Normal,0.989805698,Normal,0.810698748,Normal (Confidence: 0.99)
test_img_500_992.png,Normal,0.999999285,Lung Opacity,0.687343359,Normal (Confidence: 1.00)
test_img_500_9920.png,Normal,0.997114539,Lung Opacity,0.993436217,Normal (Confidence: 1.00)
test_img_500_9922.png,Normal,0.989419341,Lung Opacity,0.909857035,Normal (Confidence: 0.99)
test_img_500_9924.png,Normal,0.999808133,Lung Opacity,0.78580755,Normal (Confidence: 1.00)
test_img_500_9925.png,Normal,0.836814463,Lung Opacity,0.814145803,Normal (Confidence: 0.84)
test_img_500_9927.png,Normal,0.99537009,Lung Opacity,0.596305251,Normal (Confidence: 1.00)
test_img_500_993.png,Normal,0.999964595,Normal,0.819585562,Normal (Confidence: 1.00)
test_img_500_9930.png,Normal,0.974672914,Lung Opacity,0.922689259,Normal (Confidence: 0.97)
test_img_500_9931.png,Normal,0.95331502,Lung Opacity,0.849288344,Normal (Confidence: 0.95)
test_img_500_9932.png,Normal,0.779278934,Lung Opacity,0.668692768,Normal (Confidence: 0.78)
test_img_500_9933.png,Normal,0.99924624,Lung Opacity,0.971391976,Normal (Confidence: 1.00)
test_img_500_9935.png,Normal,0.999964714,Normal,0.70807004,Normal (Confidence: 1.00)
test_img_500_9936.png,Normal,0.998337865,Normal,0.916099548,Normal (Confidence: 1.00)
test_img_500_9937.png,Normal,0.985482097,Normal,0.60470891,Normal (Confidence: 0.99)
test_img_500_9938.png,Normal,0.871760964,Lung Opacity,0.680271626,Normal (Confidence: 0.87)
test_img_500_9939.png,Normal,0.999905229,Lung Opacity,0.927239954,Normal (Confidence: 1.00)
test_img_500_994.png,Normal,0.873660505,Lung Opacity,0.609432042,Normal (Confidence: 0.87)
test_img_500_9940.png,Normal,0.986252367,Normal,0.616545916,Normal (Confidence: 0.99)
test_img_500_9941.png,Normal,0.980551362,Lung Opacity,0.97791642,Normal (Confidence: 0.98)
test_img_500_9942.png,Normal,0.99987042,Normal,0.856683433,Normal (Confidence: 1.00)
test_img_500_9943.png,Normal,0.991795719,Lung Opacity,0.729290605,Normal (Confidence: 0.99)
test_img_500_9944.png,Normal,0.992853701,Lung Opacity,0.735737264,Normal (Confidence: 0.99)
test_img_500_9945.png,Normal,0.991795719,Normal,0.553702533,Normal (Confidence: 0.99)
test_img_500_9948.png,Normal,0.999674678,Normal,0.930522382,Normal (Confidence: 1.00)
test_img_500_9949.png,Normal,0.996559799,Lung Opacity,0.519660294,Normal (Confidence: 1.00)
test_img_500_9950.png,Normal,0.978981555,Normal,0.642008901,Normal (Confidence: 0.98)
test_img_500_9951.png,Normal,0.997499406,Lung Opacity,0.583622098,Normal (Confidence: 1.00)
test_img_500_9952.png,Normal,0.789939225,Lung Opacity,0.761187077,Normal (Confidence: 0.79)
test_img_500_9953.png,Normal,0.999505639,Lung Opacity,0.57840687,Normal (Confidence: 1.00)
test_img_500_9954.png,Normal,0.992824435,Lung Opacity,0.946810782,Normal (Confidence: 0.99)
test_img_500_9955.png,Normal,0.991137147,Lung Opacity,0.926338851,Normal (Confidence: 0.99)
test_img_500_9956.png,Normal,0.937415838,Lung Opacity,0.732385516,Normal (Confidence: 0.94)
test_img_500_9958.png,Normal,0.999926209,Normal,0.905711174,Normal (Confidence: 1.00)
test_img_500_9959.png,Normal,0.99902904,Normal,0.684183598,Normal (Confidence: 1.00)
test_img_500_9960.png,Normal,0.994717896,Lung Opacity,0.968471527,Normal (Confidence: 0.99)
test_img_500_9962.png,Normal,0.941461861,Lung Opacity,0.558667004,Normal (Confidence: 0.94)
test_img_500_9963.png,Normal,0.997649491,Normal,0.755654812,Normal (Confidence: 1.00)
test_img_500_9964.png,Normal,0.952927649,Lung Opacity,0.797442138,Normal (Confidence: 0.95)
test_img_500_9965.png,Normal,0.999712765,Lung Opacity,0.85281682,Normal (Confidence: 1.00)
test_img_500_9966.png,Normal,0.999736726,Lung Opacity,0.896900952,Normal (Confidence: 1.00)
test_img_500_9967.png,Normal,0.998316884,Lung Opacity,0.624158621,Normal (Confidence: 1.00)
test_img_500_9969.png,Normal,0.999310374,Normal,0.586071372,Normal (Confidence: 1.00)
test_img_500_9971.png,Normal,0.999986887,Lung Opacity,0.689853609,Normal (Confidence: 1.00)
test_img_500_9972.png,Normal,0.999988198,Normal,0.784118533,Normal (Confidence: 1.00)
test_img_500_9973.png,Normal,0.997685552,Lung Opacity,0.97297883,Normal (Confidence: 1.00)
test_img_500_9975.png,Normal,0.993643284,Normal,0.710985124,Normal (Confidence: 0.99)
test_img_500_9976.png,Normal,0.992587984,Normal,0.689352095,Normal (Confidence: 0.99)
test_img_500_9978.png,Normal,0.984262884,Lung Opacity,0.934001029,Normal (Confidence: 0.98)
test_img_500_998.png,Normal,0.886547267,Lung Opacity,0.581483603,Normal (Confidence: 0.89)
test_img_500_9980.png,Normal,0.998711228,Lung Opacity,0.719035208,Normal (Confidence: 1.00)
test_img_500_9983.png,Normal,0.988727927,Lung Opacity,0.930378199,Normal (Confidence: 0.99)
test_img_500_9985.png,Normal,0.999896169,Normal,0.927663207,Normal (Confidence: 1.00)
test_img_500_9986.png,Normal,0.9998914,Lung Opacity,0.683922946,Normal (Confidence: 1.00)
test_img_500_9987.png,Normal,0.996927559,Normal,0.591259718,Normal (Confidence: 1.00)
test_img_500_9988.png,Normal,0.895270705,Normal,0.665872931,Normal (Confidence: 0.90)
test_img_500_9989.png,Normal,0.991564035,Normal,0.755654812,Normal (Confidence: 0.99)
test_img_500_9990.png,Normal,0.993070185,Normal,0.703286886,Normal (Confidence: 0.99)
test_img_500_9991.png,Normal,0.930602491,Lung Opacity,0.616843522,Normal (Confidence: 0.93)
test_img_500_9992.png,Normal,0.824455976,Lung Opacity,0.537644029,Normal (Confidence: 0.82)
test_img_500_9993.png,Normal,0.849755704,Normal,0.79285866,Normal (Confidence: 0.85)
test_img_500_9994.png,Normal,0.998908639,Normal,0.689352036,Normal (Confidence: 1.00)
test_img_500_9995.png,Normal,0.999907732,Lung Opacity,0.89474678,Normal (Confidence: 1.00)
test_img_500_9996.png,Normal,0.970843136,Lung Opacity,0.841687202,Normal (Confidence: 0.97)
test_img_500_9999.png,Normal,0.999061286,Normal,0.984952152,Normal (Confidence: 1.00)
